Song_correct;Artist_correct;Song_concat;YT_link
eleanor rigby;the beatles;eleanor rigby the beatles;https://www.youtube.com/watch?v=HuS5NuXRb5Y
from me to you;the beatles;from me to you the beatles;https://www.youtube.com/watch?v=Dc1-W4KsHvE
get back;the beatles;get back the beatles;https://www.youtube.com/watch?v=IKJqecxswCA
girl;the beatles;girl the beatles;https://www.youtube.com/watch?v=-8l3ntDR_lI
help!;the beatles;help! the beatles;https://www.youtube.com/watch?v=2Q_ZzBGPdqE
hey jude;the beatles;hey jude the beatles;https://www.youtube.com/watch?v=A_MjCqQoLLA
hippy hippy shake;the beatles;hippy hippy shake the beatles;https://www.youtube.com/watch?v=Mi3MQqy3uHM
i feel fine;the beatles;i feel fine the beatles;https://www.youtube.com/watch?v=WrAV5EVI4tU
i should have known better;the beatles;i should have known better the beatles;https://www.youtube.com/watch?v=5en2JMLA8Z0
i want to hold your hand;the beatles;i want to hold your hand the beatles;https://www.youtube.com/watch?v=v1HDt1tknTc
lady madonna;the beatles;lady madonna the beatles;https://www.youtube.com/watch?v=uLRiGX3L-kw
let it be;the beatles;let it be the beatles;https://www.youtube.com/watch?v=QDYfEBY9NM4
love me do;the beatles;love me do the beatles;https://www.youtube.com/watch?v=0pGOFX1D_jg
lucy in the sky with diamonds;the beatles;lucy in the sky with diamonds the beatles;https://www.youtube.com/watch?v=naoknj1ebqI
michelle;the beatles;michelle the beatles;https://www.youtube.com/watch?v=WoBLi5eE-wY
michelle ;the beatles;michelle  the beatles;https://www.youtube.com/watch?v=WoBLi5eE-wY
ob-la-di ob-la-da;the beatles;ob-la-di ob-la-da the beatles;https://www.youtube.com/watch?v=_J9NpHKrKMw
oh! darling;the beatles;oh! darling the beatles;https://www.youtube.com/watch?v=9BznFjbcBVs
penny lane;the beatles;penny lane the beatles;https://www.youtube.com/watch?v=S-rB0pHI9fU
rock and roll music ;the beatles;rock and roll music  the beatles;https://www.youtube.com/watch?v=IRF6nmqcbxo
sgt. pepper's lonely hearts club band ;the beatles;sgt. pepper's lonely hearts club band  the beatles;https://www.youtube.com/watch?v=VtXl8xAPAtA
she loves you;the beatles;she loves you the beatles;https://www.youtube.com/watch?v=nGbWU8S3vzs
something;the beatles;something the beatles;https://www.youtube.com/watch?v=UelDrZ1aFeY
something ;the beatles;something  the beatles;https://www.youtube.com/watch?v=UelDrZ1aFeY
strawberry fields forever;the beatles;strawberry fields forever the beatles;https://www.youtube.com/watch?v=HtUH9z_Oey8
the fool on the hill;the beatles;the fool on the hill the beatles;https://www.youtube.com/watch?v=sGDuGybCRSE
ticket to ride;the beatles;ticket to ride the beatles;https://www.youtube.com/watch?v=SyNt5zm3U_M
twist and shout;the beatles;twist and shout the beatles;https://www.youtube.com/watch?v=2RicaUqd9Hg
with a little help from my friends ;the beatles;with a little help from my friends  the beatles;https://www.youtube.com/watch?v=0C58ttB2-Qg
yellow submarine;the beatles;yellow submarine the beatles;https://www.youtube.com/watch?v=m2uTFF_3MaA
yesterday;the beatles;yesterday the beatles;https://www.youtube.com/watch?v=NrgmdOz227I
you're going to lose that girl ;the beatles;you're going to lose that girl  the beatles;https://www.youtube.com/watch?v=vqpEZuv29qE
you're gonna lose that girl;the beatles;you're gonna lose that girl the beatles;https://www.youtube.com/watch?v=vqpEZuv29qE
while my guitar gently weeps;the beatles & eric clapton;while my guitar gently weeps the beatles & eric clapton;https://www.youtube.com/watch?v=VJDJs9dumZI
sweet harmony;the beloved;sweet harmony the beloved;https://www.youtube.com/watch?v=rP9Z5Pc8cRM
i gotta feeling;the black eyed peas;i gotta feeling the black eyed peas;https://www.youtube.com/watch?v=uSD4vsh1zDA
where is the love;the black eyed peas;where is the love the black eyed peas;https://www.youtube.com/watch?v=WpYeekQkAdc
everybody needs somebody to love;the blues brothers;everybody needs somebody to love the blues brothers;https://www.youtube.com/watch?v=EHV0zs0kVGg
gimme some lovin';the blues brothers;gimme some lovin' the blues brothers;https://www.youtube.com/watch?v=-aqZmPInK3o
minnie the moocher;the blues brothers;minnie the moocher the blues brothers;https://www.youtube.com/watch?v=250MMq0fTrU
sweet home chicago;the blues brothers;sweet home chicago the blues brothers;https://www.youtube.com/watch?v=euJ22UqLD5Y
save your kisses for me;the brotherhood of man;save your kisses for me the brotherhood of man;https://www.youtube.com/watch?v=6OW1JJwqVRQ
green fields;the brothers four;green fields the brothers four;https://www.youtube.com/watch?v=46o1joHp7t0
lovefool;the cardigans;lovefool the cardigans;https://www.youtube.com/watch?v=NI6aOFI7hms
they long to be (close to you);the carpenters;they long to be (close to you) the carpenters;https://www.youtube.com/watch?v=tT86AoSGEL8
top of the world;the carpenters;top of the world the carpenters;https://www.youtube.com/watch?v=FDPMmaHWj1I
drive;the cars;drive the cars;https://www.youtube.com/watch?v=xuZA6qiJVfU
tequila;the champs;tequila the champs;https://www.youtube.com/watch?v=3H6amDbAwlY
lollipop;the chordettes;lollipop the chordettes;https://www.youtube.com/watch?v=A0kd-w7Xwd8
mr sandman;the chordettes;mr sandman the chordettes;https://www.youtube.com/watch?v=CX45pYvxDiA
easy;the commodores;easy the commodores;https://www.youtube.com/watch?v=3DSVMDmzCcA
breathless;the corrs;breathless the corrs;https://www.youtube.com/watch?v=vzerbXFwGCE
only when i sleep;the corrs;only when i sleep the corrs;https://www.youtube.com/watch?v=YADYmbVM6lY
zombie;the cranberries;zombie the cranberries;https://www.youtube.com/watch?v=6Ejga4kJUts
da doo ron ron;the crystals;da doo ron ron the crystals;https://www.youtube.com/watch?v=v-qqi7-Q19k
friday i'm in love;the cure;friday i'm in love the cure;https://www.youtube.com/watch?v=mGgMZpGYiy8
light my fire;the doors;light my fire the doors;https://www.youtube.com/watch?v=cq8k-ZbsXDI
riders on the storm;the doors;riders on the storm the doors;https://www.youtube.com/watch?v=iv8GW1GaoIc
new kid in town;the eagles;new kid in town the eagles;https://www.youtube.com/watch?v=-Pa5nqYXEnY
freedom come freedom go;the fortunes;freedom come freedom go the fortunes;https://www.youtube.com/watch?v=n9u0lQl3EKc
abc;the jackson 5;abc the jackson 5;https://www.youtube.com/watch?v=ho7796-au8U
i want you back;the jackson 5;i want you back the jackson 5;https://www.youtube.com/watch?v=s3Q80mk7bxE
rockin robin;the jackson 5;rockin robin the jackson 5;https://www.youtube.com/watch?v=z-OteAgvINc
blame it on the boogie;the jacksons;blame it on the boogie the jacksons;https://www.youtube.com/watch?v=nqxVMLVe62U
how many people;the jet set;how many people the jet set;https://www.youtube.com/watch?v=qCQvIcmh3pY
time to party;the jet set;time to party the jet set;https://www.youtube.com/watch?v=lYBuHhT4q_Y
an angel;the kelly family;an angel the kelly family;https://www.youtube.com/watch?v=AIGGVIkcyWU
i can't help myself;the kelly family;i can't help myself the kelly family;https://www.youtube.com/watch?v=1viSfRzI8to
human;the killers;human the killers;https://www.youtube.com/watch?v=RIZdjT1472Y
pictures of you;the last goodnight;pictures of you the last goodnight;https://www.youtube.com/watch?v=mgX7zmsrzBE
california dreamin';the mamas & the papas;california dreamin' the mamas & the papas;https://www.youtube.com/watch?v=N-aK6JnyFmk
birdland;the manhattan transfer;birdland the manhattan transfer;https://www.youtube.com/watch?v=cZHvsaVTrzQ
boy from new york city;the manhattan transfer;boy from new york city the manhattan transfer;https://www.youtube.com/watch?v=k2fN36wq-zc
chanson d'amour;the manhattan transfer;chanson d'amour the manhattan transfer;https://www.youtube.com/watch?v=2Q9MTJokc4A
java jive;the manhattan transfer;java jive the manhattan transfer;https://www.youtube.com/watch?v=0XxsasUHzaQ
i'm a believer;the monkees;i'm a believer the monkees;https://www.youtube.com/watch?v=wB9YIsKIEbA
nights in white satin;the moody blues;nights in white satin the moody blues;https://www.youtube.com/watch?v=cs4RG9u8IVU
winchester cathedral;the new vaudeville band;winchester cathedral the new vaudeville band;https://www.youtube.com/watch?v=Hw9z29pDCXs
my prayer;the platters;my prayer the platters;https://www.youtube.com/watch?v=eDlcqhlzDqQ
only you;the platters;only you the platters;https://www.youtube.com/watch?v=3FygIKsnkCw
smoke gets in your eyes;the platters;smoke gets in your eyes the platters;https://www.youtube.com/watch?v=H2di83WAOhU
i'm so excited;the pointer sisters;i'm so excited the pointer sisters;https://www.youtube.com/watch?v=rQqwG_rQx7A
de do do do de da da da;the police;de do do do de da da da the police;https://www.youtube.com/watch?v=7v2GDbEmjGE
every breath you take;the police;every breath you take the police;https://www.youtube.com/watch?v=OMOGaugKpzs
message in a bottle;the police;message in a bottle the police;https://www.youtube.com/watch?v=MbXWrmQW-OE
roxanne;the police;roxanne the police;https://www.youtube.com/watch?v=3T1c7GkzRQQ
i'll stand by you;the pretenders;i'll stand by you the pretenders;https://www.youtube.com/watch?v=bLpmj059JFA
i'll be there for you;the rembrandts;i'll be there for you the rembrandts;https://www.youtube.com/watch?v=q-9kPks0IfE
just the way it is baby;the rembrandts;just the way it is baby the rembrandts;https://www.youtube.com/watch?v=k6KfhOpq2n8
unchained melody ;the righteous brothers;unchained melody  the righteous brothers;https://www.youtube.com/watch?v=IYj2hex99gY
(i can't get no) satisfaction;the rolling stones;(i can't get no) satisfaction the rolling stones;https://www.youtube.com/watch?v=nrIPxlFzDi0
angie;the rolling stones;angie the rolling stones;https://www.youtube.com/watch?v=GlSbQNHHy50
anybody seen my baby;the rolling stones;anybody seen my baby the rolling stones;https://www.youtube.com/watch?v=BinwuzZVjnE
honky tonk women;the rolling stones;honky tonk women the rolling stones;https://www.youtube.com/watch?v=61jfm219ArA
it's all over now;the rolling stones;it's all over now the rolling stones;https://www.youtube.com/watch?v=Ur-yMil88fU
paint it black;the rolling stones;paint it black the rolling stones;https://www.youtube.com/watch?v=O4irXQhgMqg
start me up ;the rolling stones;start me up  the rolling stones;https://www.youtube.com/watch?v=SGyOaCXr8Lw
the last time;the rolling stones;the last time the rolling stones;https://www.youtube.com/watch?v=gdFQtbXAWdc
sugar baby love;the rubettes;sugar baby love the rubettes;https://www.youtube.com/watch?v=HxsNy4NoZUs
guantanamera;the sandpipers;guantanamera the sandpipers;https://www.youtube.com/watch?v=Jm1anurhbeg
lily the pink;the scaffold;lily the pink the scaffold;https://www.youtube.com/watch?v=NpxlKV0fXR4
the carnival is over ;the seekers;the carnival is over  the seekers;https://www.youtube.com/watch?v=z4ZipKdI1sY
apache;the shadows;apache the shadows;https://www.youtube.com/watch?v=NoN6AKPGkBo
atlantis;the shadows;atlantis the shadows;https://www.youtube.com/watch?v=VycZVyApqew
fbi;the shadows;fbi the shadows;https://www.youtube.com/watch?v=C8COV_x7MB4
foot tapper;the shadows;foot tapper the shadows;https://www.youtube.com/watch?v=9zw9t6BfgGw
kon-tiki;the shadows;kon-tiki the shadows;https://www.youtube.com/watch?v=3KUachS1LP4
man of mystery;the shadows;man of mystery the shadows;https://www.youtube.com/watch?v=aHjoi_0YhGA
comment ca va;the shorts;comment ca va the shorts;https://www.youtube.com/watch?v=wcYVLS0E1GE
always the sun;the stranglers;always the sun the stranglers;https://www.youtube.com/watch?v=cYQTL-ws6p4
you make me feel brand new ;the stylistics;you make me feel brand new  the stylistics;https://www.youtube.com/watch?v=dJm51jsRoo0
poppa joe;the sweet;poppa joe the sweet;https://www.youtube.com/watch?v=gV0ujTVD9kI
the ballroom blitz;the sweet;the ballroom blitz the sweet;https://www.youtube.com/watch?v=ewFBuYHldeY
the hippy hippy shake;the swinging blue jeans;the hippy hippy shake the swinging blue jeans;https://www.youtube.com/watch?v=1Ke8mzgex4U
my girl;the temptations;my girl the temptations;https://www.youtube.com/watch?v=qEztui18cA8
twist and shout;the top notes;twist and shout the top notes;https://www.youtube.com/watch?v=LsDpc-8iR8g
telstar;the tornados;telstar the tornados;https://www.youtube.com/watch?v=ryrEPzsx1gQ
my little lady;the tremeloes;my little lady the tremeloes;https://www.youtube.com/watch?v=Cqdc0Zx8wA8
silence is golden;the tremeloes;silence is golden the tremeloes;https://www.youtube.com/watch?v=n03g8nsaBro
happy together;the turtles;happy together the turtles;https://www.youtube.com/watch?v=9ZEURntrQOg
so happy together;the turtles;so happy together the turtles;https://www.youtube.com/watch?v=9ZEURntrQOg
walks like rihanna;the wanted;walks like rihanna the wanted;https://www.youtube.com/watch?v=97v9Z9qMI-4
it's raining men;the weather girls;it's raining men the weather girls;https://www.youtube.com/watch?v=l5aZJBLAu1E
earned it ;the weeknd;earned it  the weeknd;https://www.youtube.com/watch?v=waU75jdUnYw
i feel it coming;the weeknd;i feel it coming the weeknd;https://www.youtube.com/watch?v=qFLhGq0060w
blue monk;thelonius monk;blue monk thelonius monk;https://www.youtube.com/watch?v=_40V2lcxM7k
mowie ci ze;tilt;mowie ci ze tilt;https://www.youtube.com/watch?v=puKnDg6fhE4
runal juz ostatni mur;tilt;runal juz ostatni mur tilt;https://www.youtube.com/watch?v=Okae5pyrwcY
foreign affair;tina turner;foreign affair tina turner;https://www.youtube.com/watch?v=nWYG3kWwDHU
golden eye;tina turner;golden eye tina turner;https://www.youtube.com/watch?v=4hGQ97tCTOs
i don't wanna lose you;tina turner;i don't wanna lose you tina turner;https://www.youtube.com/watch?v=pLj5sBfGuQY
private dancer;tina turner;private dancer tina turner;https://www.youtube.com/watch?v=d4QnalIHlVc
simply the best;tina turner;simply the best tina turner;https://www.youtube.com/watch?v=GC5E8ie2pdM
the best;tina turner;the best tina turner;https://www.youtube.com/watch?v=GC5E8ie2pdM
we don't need another hero ;tina turner;we don't need another hero  tina turner;https://www.youtube.com/watch?v=Gcm-tOGiva0
what's love got to do with it;tina turner;what's love got to do with it tina turner;https://www.youtube.com/watch?v=oGpFcHTxjZs
tonight;tina turner & david bowie;tonight tina turner & david bowie;https://www.youtube.com/watch?v=p4WG_y7owmM
come along;titiyo;come along titiyo;https://www.youtube.com/watch?v=yLsVGwNWOA4
francois;tola mankiewiczowna;francois tola mankiewiczowna;https://www.youtube.com/watch?v=W7mFbC-Dg8s
odrobine szczescia w milosci;tola mankiewiczowna;odrobine szczescia w milosci tola mankiewiczowna;https://www.youtube.com/watch?v=SYNI5KCr3vM
walc francois;tola mankiewiczowna;walc francois tola mankiewiczowna;https://www.youtube.com/watch?v=W7mFbC-Dg8s
powrocmy jak za dawnych lat;tola mankiewiczowna i aleksander zabczynski;powrocmy jak za dawnych lat tola mankiewiczowna i aleksander zabczynski;https://www.youtube.com/watch?v=YvCt86KBpuQ
morena;tom boxer & antonia;morena tom boxer & antonia;https://www.youtube.com/watch?v=3T_XfsREdhU
amarillo;tom jones;amarillo tom jones;https://www.youtube.com/watch?v=vBDbUjUH5So
delilah;tom jones;delilah tom jones;https://www.youtube.com/watch?v=S87jWwzvwd8
green green grass of home;tom jones;green green grass of home tom jones;https://www.youtube.com/watch?v=u81CTfbc99c
help yourself;tom jones;help yourself tom jones;https://www.youtube.com/watch?v=8zWPROdFK4Q
macarena;tom jones;macarena tom jones;https://www.youtube.com/watch?v=zWaymcVmJ-A
sex bomb;tom jones;sex bomb tom jones;https://www.youtube.com/watch?v=QMoXON7k--c
sexbomb;tom jones;sexbomb tom jones;https://www.youtube.com/watch?v=QMoXON7k--c
she's a lady;tom jones;she's a lady tom jones;https://www.youtube.com/watch?v=x8G4xrYfWmw
jak dobry sen;tomasz korpanty ;jak dobry sen tomasz korpanty ;https://www.youtube.com/watch?v=Jv_ROvoy4nQ
tormenta instrumental tango;tomasz szymus orkiestra;tormenta instrumental tango tomasz szymus orkiestra;https://www.youtube.com/watch?v=uh9XEf2rFFI
unbreak my heart;toni braxton;unbreak my heart toni braxton;https://www.youtube.com/watch?v=p2Rch6WvPJE
17 milionow;toni keczer i czerwono-czarni;17 milionow toni keczer i czerwono-czarni;https://www.youtube.com/watch?v=LBqQlyx2hUY
siedemnascie milionow;toni keczer i czerwono-czarni;siedemnascie milionow toni keczer i czerwono-czarni;https://www.youtube.com/watch?v=LBqQlyx2hUY
tonight;tonight;tonight tonight;https://www.youtube.com/watch?v=NOG3eus4ZSo
i left my heart in san francisco;tony bennett;i left my heart in san francisco tony bennett;https://www.youtube.com/watch?v=SC73kdOL5hk
the shadow of your smile;tony bennett;the shadow of your smile tony bennett;https://www.youtube.com/watch?v=mP2ZaQ7Wq24
(is this the way to) amarillo;tony christie;(is this the way to) amarillo tony christie;https://www.youtube.com/watch?v=vBDbUjUH5So
come prima;tony dallara;come prima tony dallara;https://www.youtube.com/watch?v=usWFcKTe2YQ
tie a yellow ribbon round the ole oak tree;tony orlando & dawn;tie a yellow ribbon round the ole oak tree tony orlando & dawn;https://www.youtube.com/watch?v=_dggAQk5peA
quando quando quando;tony renis;quando quando quando tony renis;https://www.youtube.com/watch?v=PxZHBxlwZBw
bialy mis;top one;bialy mis top one;https://www.youtube.com/watch?v=lq54phD_aYA
aimer;torzewscy;aimer torzewscy;https://www.youtube.com/watch?v=oYlQWR14R1I
africa;toto;africa toto;https://www.youtube.com/watch?v=FTQbiNvZqaY
hold the line;toto;hold the line toto;https://www.youtube.com/watch?v=htgr3pvBr-I
i'll be over you;toto;i'll be over you toto;https://www.youtube.com/watch?v=r7XhWUDj-Ts
rosanna;toto;rosanna toto;https://www.youtube.com/watch?v=qmOLtTGvsbM
stop loving you;toto;stop loving you toto;https://www.youtube.com/watch?v=bYr3OJOXk60
insieme;toto cutugno;insieme toto cutugno;https://www.youtube.com/watch?v=eGlJyCXNu_M
l'italiano;toto cutugno;l'italiano toto cutugno;https://www.youtube.com/watch?v=syc78JzHGTs
serenata;toto cutugno;serenata toto cutugno;https://www.youtube.com/watch?v=buHY2Jcz98I
maxi kaz;t-raperzy znad wisly;maxi kaz t-raperzy znad wisly;https://www.youtube.com/watch?v=tHdizc3KvLU
billionaire;travie mccoy & bruno mar;billionaire travie mccoy & bruno mar;https://www.youtube.com/watch?v=8aRor905cCw
besame mucho;trini lopez;besame mucho trini lopez;https://www.youtube.com/watch?v=S_6Q8Nj8bbA
bye bye blackbird;trini lopez;bye bye blackbird trini lopez;https://www.youtube.com/watch?v=Eytd9rI_TXE
if i had a hammer;trini lopez;if i had a hammer trini lopez;https://www.youtube.com/watch?v=Kp1z8EzZ5Hs
